[
  6533599.54,5931087.52,9.032,
  6533599.54,5931086.245,9.032,
  6533599.9,5931082.16,0.75,
  6533599.9,5931080.885,0.75,
  6533600.48,5931085.25,12.768,
  6533600.48,5931083.975,12.768,
  6533600.17,5931071.32,0.75,
  6533600.17,5931070.045,0.75,
  6533600.27,5931083.89,0.75,
  6533600.27,5931082.615,0.75,
  6533601.44,5931055.93,0.75,
  6533601.44,5931054.655,0.75,
  6533599.27,5931026.4,6.438,
  6533599.27,5931025.125,6.438,
  6533603.65,5931077.4,87.041,
  6533603.65,5931076.125,87.041,
  6533603.89,5931081.65,29.054,
  6533603.89,5931080.375,29.054,
  6533604.09,5931013.01,288.511,
  6533604.09,5931011.735,288.511,
  6533604.77,5931016.12,302.598,
  6533604.77,5931014.845,302.598,
  6533604.79,5931078.04,0.75,
  6533604.79,5931076.765,0.75,
  6533604.47,5931074.87,0.75,
  6533604.47,5931073.595,0.75,
  6533604.87,5931039.66,0.75,
  6533604.87,5931038.385,0.75,
  6533607.22,5931083.03,9.269,
  6533607.22,5931081.755,9.269,
  6533606.44,5931011.42,279.406,
  6533606.44,5931010.145,279.406,
  6533607.44,5931081.66,0.75,
  6533607.44,5931080.385,0.75,
  6533607.8,5931004.19,346.831,
  6533607.8,5931002.915,346.831,
  6533607.85,5931065.12,0.75,
  6533607.85,5931063.845,0.75,
  6533607.98,5931016.05,18.264,
  6533607.98,5931014.775,18.264,
  6533608.98,5931006.69,339.348,
  6533608.98,5931005.415,339.348,
  6533608.5,5931060.83,13.47,
  6533608.5,5931059.555,13.47,
  6533609.54,5931014.1,273.637,
  6533609.54,5931012.825,273.637,
  6533610.54,5931008.18,7.908,
  6533610.54,5931006.905,7.908,
  6533612.22,5931045.87,0.75,
  6533612.22,5931044.595,0.75,
  6533612.9,5931003.27,10.12,
  6533612.9,5931001.995,10.12,
  6533613.87,5931094.64,17.32,
  6533613.87,5931093.365,17.32,
  6533613.53,5931017.69,5.375,
  6533613.53,5931016.415,5.375,
  6533612.73,5931050.52,83.281,
  6533612.73,5931049.245,83.281,
  6533610.63,5931093.44,0.75,
  6533610.63,5931092.165,0.75,
  6533614.58,5931040.05,0.75,
  6533614.58,5931038.775,0.75,
  6533616.6,5931041.3,334.074,
  6533616.6,5931040.025,334.074,
  6533616.22,5931044.96,0.75,
  6533616.22,5931043.685,0.75,
  6533638.78,5931089.0,342.502,
  6533638.78,5931087.725,342.502,
  6533616.37,5931030.46,0.75,
  6533616.37,5931029.185,0.75,
  6533617.56,5931084.72,9.269,
  6533617.56,5931083.445,9.269,
  6533618.28,5931083.43,0.75,
  6533618.28,5931082.155,0.75,
  6533621.76,5931009.79,13.05,
  6533621.76,5931008.515,13.05,
  6533618.8,5931053.97,10.304,
  6533618.8,5931052.695,10.304,
  6533622.36,5931004.96,10.331,
  6533622.36,5931003.685,10.331,
  6533622.07,5931026.33,0.75,
  6533622.07,5931025.055,0.75,
  6533622.13,5931007.62,11.589,
  6533622.13,5931006.345,11.589,
  6533619.8,5931037.08,0.75,
  6533619.8,5931035.805,0.75,
  6533620.9,5931039.21,334.074,
  6533620.9,5931037.935,334.074,
  6533621.9,5931049.2,0.75,
  6533621.9,5931047.925,0.75,
  6533622.01,5931016.27,5.74,
  6533622.01,5931014.995,5.74,
  6533621.39,5931063.15,10.141,
  6533621.39,5931061.875,10.141,
  6533622.06,5931018.49,5.375,
  6533622.06,5931017.215,5.375,
  6533625.44,5931034.05,358.23,
  6533625.44,5931032.775,358.23,
  6533623.71,5931034.17,0.75,
  6533623.71,5931032.895,0.75,
  6533626.92,5931087.05,0.0,
  6533626.92,5931085.775,0.0,
  6533626.65,5931080.09,0.75,
  6533626.65,5931078.815,0.75,
  6533625.14,5931085.52,4.495,
  6533625.14,5931084.245,4.495,
  6533628.17,5931067.64,0.75,
  6533628.17,5931066.365,0.75,
  6533628.11,5931047.26,0.75,
  6533628.11,5931045.985,0.75,
  6533625.81,5931084.21,0.75,
  6533625.81,5931082.935,0.75,
  6533625.73,5931053.87,352.516,
  6533625.73,5931052.595,352.516,
  6533628.98,5931032.92,0.75,
  6533628.98,5931031.645,0.75,
  6533625.02,5931023.3,8.119,
  6533625.02,5931022.025,8.119,
  6533628.88,5931036.47,85.481,
  6533628.88,5931035.195,85.481,
  6533629.18,5931040.26,85.481,
  6533629.18,5931038.985,85.481,
  6533631.31,5931036.9,0.75,
  6533631.31,5931035.625,0.75,
  6533627.85,5931062.74,342.081,
  6533627.85,5931061.465,342.081,
  6533629.97,5931051.99,315.076,
  6533629.97,5931050.715,315.076,
  6533633.02,5931040.58,356.633,
  6533633.02,5931039.305,356.633,
  6533633.13,5931043.73,356.751,
  6533633.13,5931042.455,356.751,
  6533634.24,5931035.0,0.75,
  6533634.24,5931033.725,0.75,
  6533635.17,5931056.59,273.468,
  6533635.17,5931055.315,273.468,
  6533633.11,5931083.48,337.808,
  6533633.11,5931082.205,337.808,
  6533634.78,5931010.21,11.589,
  6533634.78,5931008.935,11.589,
  6533637.02,5931084.06,0.0,
  6533637.02,5931082.785,0.0,
  6533637.57,5931033.95,77.369,
  6533637.57,5931032.675,77.369,
  6533635.69,5931007.39,10.331,
  6533635.69,5931006.115,10.331,
  6533638.86,5931054.0,55.708,
  6533638.86,5931052.725,55.708,
  6533636.26,5931018.78,10.861,
  6533636.26,5931017.505,10.861,
  6533639.23,5931092.91,0.75,
  6533639.23,5931091.635,0.75,
  6533639.33,5931036.43,322.678,
  6533639.33,5931035.155,322.678,
  6533636.21,5931020.63,9.391,
  6533636.21,5931019.355,9.391,
  6533640.24,5931046.49,79.637,
  6533640.24,5931045.215,79.637,
  6533639.38,5931017.77,291.905,
  6533639.38,5931016.495,291.905,
  6533637.96,5931043.19,346.839,
  6533637.96,5931041.915,346.839,
  6533641.14,5931038.47,325.672,
  6533641.14,5931037.195,325.672,
  6533641.4,5931051.57,48.928,
  6533641.4,5931050.295,48.928,
  6533641.46,5931017.88,278.985,
  6533641.46,5931016.605,278.985,
  6533643.54,5931010.1,13.399,
  6533643.54,5931008.825,13.399,
  6533641.1,5931029.3,0.75,
  6533641.1,5931028.025,0.75,
  6533642.52,5931050.52,57.474,
  6533642.52,5931049.245,57.474,
  6533644.03,5931032.95,337.961,
  6533644.03,5931031.675,337.961,
  6533644.63,5931059.28,355.051,
  6533644.63,5931058.005,355.051,
  6533641.18,5931063.29,0.75,
  6533641.18,5931062.015,0.75,
  6533645.33,5931035.66,338.389,
  6533645.33,5931034.385,338.389,
  6533648.31,5931055.37,2.679,
  6533648.31,5931054.095,2.679,
  6533649.03,5931031.04,358.363,
  6533649.03,5931029.765,358.363,
  6533649.42,5931034.07,347.549,
  6533649.42,5931032.795,347.549,
  6533647.63,5931078.14,0.0,
  6533647.63,5931076.865,0.0,
  6533649.14,5931085.49,345.602,
  6533649.14,5931084.215,345.602,
  6533648.82,5931011.36,13.399,
  6533648.82,5931010.085,13.399,
  6533652.5,5931059.19,348.83,
  6533652.5,5931057.915,348.83,
  6533650.51,5931089.89,0.75,
  6533650.51,5931088.615,0.75,
  6533653.84,5931033.09,347.549,
  6533653.84,5931031.815,347.549,
  6533651.58,5931013.82,14.163,
  6533651.58,5931012.545,14.163,
  6533653.51,5931030.91,358.363,
  6533653.51,5931029.635,358.363,
  6533656.53,5931054.89,332.471,
  6533656.53,5931053.615,332.471,
  6533657.37,5931056.65,318.715,
  6533657.37,5931055.375,318.715,
  6533660.45,5931035.51,57.251,
  6533660.45,5931034.235,57.251,
  6533662.85,5931033.4,60.169,
  6533662.85,5931032.125,60.169,
  6533664.31,5931014.75,0.0,
  6533664.31,5931013.475,0.0,
  6533664.36,5931041.72,75.434,
  6533664.36,5931040.445,75.434,
  6533664.06,5931028.53,0.75,
  6533664.06,5931027.255,0.75,
  6533665.33,5931038.39,70.259,
  6533665.33,5931037.115,70.259,
  6533665.85,5931007.28,0.0,
  6533665.85,5931006.005,0.0,
  6533666.79,5931054.8,0.0,
  6533666.79,5931053.525,0.0,
  6533666.5,5931031.98,0.75,
  6533666.5,5931030.705,0.75,
  6533668.87,5931036.91,297.158,
  6533668.87,5931035.635,297.158,
  6533667.69,5931027.76,0.75,
  6533667.69,5931026.485,0.75,
  6533671.51,5931006.16,0.0,
  6533671.51,5931004.885,0.0,
  6533670.66,5931033.41,297.158,
  6533670.66,5931032.135,297.158,
  6533671.72,5931023.32,0.0,
  6533671.72,5931022.045,0.0,
  6533672.4,5931038.47,0.0,
  6533672.4,5931037.195,0.0,
  6533676.4,5931019.07,0.0,
  6533676.4,5931017.795,0.0,
  6533677.4,5931069.78,0.0,
  6533677.4,5931068.505,0.0,
  6533678.19,5931071.19,343.825,
  6533678.19,5931069.915,343.825,
  6533680.97,5931075.74,348.106,
  6533680.97,5931074.465,348.106,
  6533681.5,5931079.56,0.75,
  6533681.5,5931078.285,0.75,
  6533684.56,5931025.82,0.0,
  6533684.56,5931024.545,0.0,
  6533685.71,5931041.26,0.0,
  6533685.71,5931039.985,0.0,
  6533683.59,5931033.84,0.0,
  6533683.59,5931032.565,0.0,
  6533687.14,5931010.75,0.0,
  6533687.14,5931009.475,0.0,
  6533672.68,5931053.41,0.75,
  6533672.68,5931052.135,0.75,
  6533674.1,5931052.46,0.75,
  6533674.1,5931051.185,0.75,
  6533677.87,5931053.26,0.75,
  6533677.87,5931051.985,0.75,
  6533679.5,5931056.76,0.75,
  6533679.5,5931055.485,0.75,
  6533676.92,5931059.61,0.75,
  6533676.92,5931058.335,0.75,
  6533673.93,5931056.98,0.75,
  6533673.93,5931055.705,0.75,
  6533693.25,5931072.92,0.75,
  6533693.25,5931071.645,0.75,
  6533694.94,5931075.27,0.75,
  6533694.94,5931073.995,0.75,
  6533718.9,5931069.15,0.75,
  6533718.9,5931067.875,0.75,
  6533719.98,5931071.21,0.75,
  6533719.98,5931069.935,0.75,
  6533743.26,5931065.02,0.75,
  6533743.26,5931063.745,0.75,
  6533744.04,5931066.77,0.75,
  6533744.04,5931065.495,0.75,
  6533784.4,5931057.06,0.75,
  6533784.4,5931055.785,0.75,
  6533785.04,5931058.74,0.75,
  6533785.04,5931057.465,0.75,
  6533809.8,5931055.48,0.75,
  6533809.8,5931054.205,0.75,
  6533809.69,5931053.3,0.75,
  6533809.69,5931052.025,0.75,
  6533811.81,5931037.72,0.75,
  6533811.81,5931036.445,0.75,
  6533813.42,5931029.87,0.75,
  6533813.42,5931028.595,0.75,
  6533791.18,5931042.32,0.75,
  6533791.18,5931041.045,0.75,
  6533768.17,5931046.33,0.75,
  6533768.17,5931045.055,0.75,
  6533744.43,5931051.53,0.75,
  6533744.43,5931050.255,0.75,
  6533722.45,5931054.61,0.75,
  6533722.45,5931053.335,0.75,
  6533698.12,5931056.53,0.75,
  6533698.12,5931055.255,0.75,
  6533684.33,5931055.42,0.75,
  6533684.33,5931054.145,0.75,
  6533689.8,5931045.28,0.75,
  6533689.8,5931044.005,0.75,
  6533710.89,5931042.1,0.75,
  6533710.89,5931040.825,0.75,
  6533727.53,5931042.0,0.75,
  6533727.53,5931040.725,0.75,
  6533750.4,5931039.14,0.75,
  6533750.4,5931037.865,0.75,
  6533772.99,5931037.95,0.75,
  6533772.99,5931036.675,0.75,
  6533796.89,5931034.55,0.75,
  6533796.89,5931033.275,0.75,
  6533812.29,5931018.42,0.75,
  6533812.29,5931017.145,0.75,
  6533812.0,5931004.21,0.75,
  6533812.0,5931002.935,0.75,
  6533788.2,5931003.49,0.75,
  6533788.2,5931002.215,0.75,
  6533786.54,5931018.38,0.75,
  6533786.54,5931017.105,0.75,
  6533759.72,5931018.39,0.75,
  6533759.72,5931017.115,0.75,
  6533757.56,5931006.78,0.75,
  6533757.56,5931005.505,0.75,
  6533734.87,5931018.43,0.75,
  6533734.87,5931017.155,0.75,
  6533735.28,5931006.39,0.75,
  6533735.28,5931005.115,0.75,
  6533708.68,5931018.53,0.75,
  6533708.68,5931017.255,0.75,
  6533703.78,5930999.65,0.75,
  6533703.78,5930998.375,0.75,
  6533691.82,5931011.92,0.75,
  6533691.82,5931010.645,0.75,
  6533689.17,5931027.19,0.75,
  6533689.17,5931025.915,0.75
]
